b	switch	start	end	contig
77151	0	18323807	18332991	Ctg001
77201	0	18333027	18338945	Ctg001
77251	0	18339114	18356154	Ctg001
77301	0	18356200	18367653	Ctg001
77351	1	18367693	18374638	Ctg001
77401	0	18374675	18382084	Ctg001
77451	0	18382131	18390434	Ctg001
77501	0	18390657	18403817	Ctg001
77551	0	18404241	18414693	Ctg001
77601	0	18414711	18418907	Ctg001
77651	0	18418932	18432908	Ctg001
77701	0	18433134	18442556	Ctg001
77751	0	18443227	18452442	Ctg001
77801	0	18452587	18505880	Ctg001
77851	0	18506251	18516635	Ctg001
77901	0	18516650	18524554	Ctg001
77951	0	18524602	18529756	Ctg001
78001	0	18529869	18537278	Ctg001
78051	0	18537771	18549128	Ctg001
78101	0	18549863	18558362	Ctg001
78151	0	18558426	18567795	Ctg001
78201	0	18567853	18579161	Ctg001
78251	0	18579352	18589802	Ctg001
78301	0	18590036	18598380	Ctg001
78351	0	18598812	18605117	Ctg001
78401	0	18605309	18610844	Ctg001
78451	0	18610859	18617034	Ctg001
78501	0	18617053	18632752	Ctg001
78551	0	18632814	18645108	Ctg001
78601	0	18645139	18657222	Ctg001
78651	0	18657334	18673106	Ctg001
78701	0	18673165	18679735	Ctg001
78751	0	18679854	18685855	Ctg001
78801	0	18686548	18703570	Ctg001
78851	0	18703595	18719209	Ctg001
78901	0	18719237	18724540	Ctg001
78951	0	18724863	18733944	Ctg001
79001	0	18734060	18741993	Ctg001
79051	0	18742202	18749264	Ctg001
79101	0	18749283	18759111	Ctg001
79151	0	18759239	18765489	Ctg001
79201	0	18765628	18777213	Ctg001
79251	0	18777239	18782962	Ctg001
79301	0	18783024	18790834	Ctg001
79351	0	18791283	18798253	Ctg001
79401	0	18798543	18806674	Ctg001
79451	0	18806774	18811839	Ctg001
79501	0	18811910	18818215	Ctg001
79551	0	18818422	18827326	Ctg001
79601	0	18827519	18833289	Ctg001
79651	0	18833408	18841406	Ctg001
79701	0	18841427	18850037	Ctg001
79751	0	18850265	18859408	Ctg001
79801	0	18859434	18870992	Ctg001
79851	0	18871287	18880128	Ctg001
79901	0	18880315	18887824	Ctg001
79951	0	18888041	18896374	Ctg001
80001	0	18896412	18903340	Ctg001
80051	0	18903850	18912455	Ctg001
80101	0	18912545	18920486	Ctg001
80151	0	18920519	18925771	Ctg001
80201	0	18926107	18938862	Ctg001
80251	0	18938960	18944218	Ctg001
80301	0	18944340	18959695	Ctg001
80351	0	18959764	18981605	Ctg001
80401	0	18981892	18987027	Ctg001
80451	0	18987061	18999866	Ctg001
80501	0	18999943	19006625	Ctg001
80551	0	19006637	19017900	Ctg001
80601	0	19017979	19031023	Ctg001
80651	0	19031036	19036599	Ctg001
80701	0	19036639	19044944	Ctg001
80751	0	19045484	19056318	Ctg001
80801	0	19056355	19090422	Ctg001
80851	0	19090467	19104764	Ctg001
80901	0	19104856	19114576	Ctg001
80951	0	19114637	19121045	Ctg001
81001	0	19121070	19138682	Ctg001
81051	0	19138697	19148663	Ctg001
81101	0	19148698	19174405	Ctg001
81151	0	19174677	19182648	Ctg001
81201	0	19182689	19188078	Ctg001
81251	0	19188752	19198474	Ctg001
81301	0	19198724	19212703	Ctg001
81351	0	19212977	19228839	Ctg001
81401	0	19228998	19238077	Ctg001
81451	0	19238176	19245758	Ctg001
81501	0	19246074	19258941	Ctg001
81551	0	19258962	19266754	Ctg001
81601	0	19266836	19278152	Ctg001
81651	0	19278317	19285436	Ctg001
81701	0	19285473	19291604	Ctg001
81751	1	19291767	19303069	Ctg001
81801	0	19303833	19355957	Ctg001
81851	0	19355984	19370027	Ctg001
81901	0	19370165	19407373	Ctg001
81951	0	19407524	19415654	Ctg001
82001	0	19415688	19422303	Ctg001
82051	0	19422407	19429943	Ctg001
82101	1	19430042	19438890	Ctg001
82151	0	19438977	19447931	Ctg001
82201	0	19447991	19466565	Ctg001
82251	0	19468462	19482791	Ctg001
82301	0	19482805	19495832	Ctg001
82351	0	19496225	19503410	Ctg001
82401	0	19503459	19526691	Ctg001
82451	0	19527098	19536839	Ctg001
82501	1	19536903	19545514	Ctg001
82551	0	19545913	19552258	Ctg001
82601	0	19552707	19561138	Ctg001
82651	0	19561209	19568392	Ctg001
82701	0	19568577	19576082	Ctg001
82751	0	19576709	19586285	Ctg001
82801	0	19586721	19592999	Ctg001
82851	0	19593065	19600372	Ctg001
82901	0	19600412	19612611	Ctg001
82951	0	19612637	19619331	Ctg001
83001	0	19619445	19627945	Ctg001
83051	0	19627973	19641444	Ctg001
83101	0	19641771	19656874	Ctg001
83151	0	19656951	19662435	Ctg001
83201	0	19662689	19674301	Ctg001
83251	0	19674341	19683433	Ctg001
83301	0	19683776	19692062	Ctg001
83351	0	19692088	19701480	Ctg001
83401	0	19701684	19714843	Ctg001
83451	0	19714873	19721805	Ctg001
83501	0	19722019	19729010	Ctg001
83551	0	19729022	19738430	Ctg001
83601	0	19738448	19749996	Ctg001
83651	0	19750655	19757860	Ctg001
83701	0	19757874	19770974	Ctg001
83751	0	19771218	19783798	Ctg001
83801	0	19784703	19791256	Ctg001
83851	1	19791319	19800119	Ctg001
83901	0	19800434	19814017	Ctg001
83951	0	19814199	19823956	Ctg001
84001	0	19824526	19834699	Ctg001
84051	0	19834957	19845186	Ctg001
84101	0	19845578	19853977	Ctg001
84151	0	19856974	19874710	Ctg001
84201	0	19874722	19881061	Ctg001
84251	0	19881089	19925249	Ctg001
84301	0	19925351	19938853	Ctg001
84351	0	19938876	19966864	Ctg001
84401	0	19966947	19975484	Ctg001
84451	0	19982047	19990402	Ctg001
84501	0	19990459	19996428	Ctg001
84551	0	19996446	20003565	Ctg001
84601	0	20003578	20015690	Ctg001
84651	0	20016222	20023311	Ctg001
84701	0	20023357	20034157	Ctg001
84751	0	20034195	20046535	Ctg001
84801	0	20046572	20055878	Ctg001
84851	1	20056729	20068889	Ctg001
84901	0	20068975	20079016	Ctg001
84951	0	20079051	20089113	Ctg001
85001	0	20089439	20100645	Ctg001
85051	0	20100747	20125635	Ctg001
85101	0	20125656	20134620	Ctg001
85151	0	20134824	20145832	Ctg001
85201	0	20146000	20159194	Ctg001
85251	0	20159249	20174920	Ctg001
85301	0	20175239	20183816	Ctg001
85351	0	20183906	20192499	Ctg001
85401	0	20192542	20210412	Ctg001
85451	1	20210424	20227612	Ctg001
85501	0	20227689	20233857	Ctg001
85551	0	20233882	20241755	Ctg001
85601	0	20241772	20253609	Ctg001
85651	0	20254127	20264539	Ctg001
85701	0	20264572	20273608	Ctg001
85751	0	20273736	20280195	Ctg001
85801	0	20280267	20297632	Ctg001
85851	0	20297724	20305013	Ctg001
85901	0	20305030	20312060	Ctg001
85951	0	20312141	20319607	Ctg001
86001	0	20319731	20326364	Ctg001
86051	0	20326629	20341264	Ctg001
86101	0	20344218	20355101	Ctg001
86151	0	20355115	20365388	Ctg001
86201	0	20365419	20377186	Ctg001
86251	0	20377211	20387798	Ctg001
86301	0	20387959	20403169	Ctg001
86351	0	20404233	20421855	Ctg001
86401	0	20421922	20433122	Ctg001
86451	0	20433177	20441155	Ctg001
86501	0	20443199	20451159	Ctg001
86551	0	20451264	20456625	Ctg001
86601	0	20456956	20464247	Ctg001
86651	0	20464664	20475061	Ctg001
86701	0	20475182	20484585	Ctg001
86751	0	20484656	20493306	Ctg001
86801	0	20493436	20501943	Ctg001
86851	0	20501991	20509247	Ctg001
86901	0	20509285	20521282	Ctg001
86951	0	20521429	20531523	Ctg001
87001	0	20531572	20538001	Ctg001
87051	0	20538104	20544014	Ctg001
87101	0	20544214	20555036	Ctg001
87151	1	20555086	20586021	Ctg001
87201	0	20586034	20604242	Ctg001
87251	0	20604282	20613410	Ctg001
87301	1	20613422	20639428	Ctg001
87351	0	20639963	20667728	Ctg001
87401	0	20667766	20684064	Ctg001
87451	0	20684149	20698848	Ctg001
87501	0	20698940	20706824	Ctg001
87551	1	20707080	20727209	Ctg001
87601	0	20727505	20733803	Ctg001
87651	0	20733905	20742748	Ctg001
87701	0	20742918	20749036	Ctg001
87751	0	20749227	20759612	Ctg001
87801	0	20759640	20767766	Ctg001
87851	0	20768055	20778472	Ctg001
87901	0	20778589	20784625	Ctg001
87951	0	20784652	20796686	Ctg001
88001	0	20796723	20812870	Ctg001
88051	0	20812951	20822044	Ctg001
88101	0	20822156	20828270	Ctg001
88151	0	20828318	20835012	Ctg001
88201	1	20835068	20854482	Ctg001
88251	0	20854707	20861877	Ctg001
88301	0	20862015	20870610	Ctg001
88351	0	20870796	20879832	Ctg001
88401	1	20881332	20891957	Ctg001
88451	0	20892198	20899125	Ctg001
88501	0	20899320	20903946	Ctg001
88551	0	20903992	20912072	Ctg001
88601	0	20912214	21041290	Ctg001
88651	0	21041338	21054428	Ctg001
88701	0	21054479	21072905	Ctg001
88751	0	21073131	21082654	Ctg001
88801	0	21082708	21202639	Ctg001
88851	0	21202785	21220679	Ctg001
88901	0	21221374	21248431	Ctg001
88951	0	21248601	21255089	Ctg001
89001	1	21255168	21263571	Ctg001
89051	0	21263617	21290762	Ctg001
89101	0	21290951	21327521	Ctg001
89151	2	21327768	21349780	Ctg001
89201	0	21349795	21357821	Ctg001
89251	0	21357967	21371112	Ctg001
89301	0	21371146	21377744	Ctg001
89351	0	21377827	21411544	Ctg001
89401	0	21411628	21434936	Ctg001
89451	0	21434989	21443690	Ctg001
89501	1	21443740	21461164	Ctg001
89551	0	21461176	21466945	Ctg001
89601	0	21467019	21477291	Ctg001
89651	0	21477494	21534930	Ctg001
89701	0	21535008	21540703	Ctg001
89751	0	21540760	21550912	Ctg001
89801	0	21550952	21557008	Ctg001
89851	0	21557025	21564704	Ctg001
89901	0	21564761	21571085	Ctg001
89951	0	21571164	21578288	Ctg001
90001	0	21578343	21588372	Ctg001
90051	0	21588384	21595957	Ctg001
90101	0	21595996	21602921	Ctg001
90151	0	21603064	21612251	Ctg001
90201	0	21612353	21620511	Ctg001
90251	0	21620619	21626580	Ctg001
90301	0	21626604	21632810	Ctg001
90351	0	21633003	21641625	Ctg001
90401	0	21641936	21651206	Ctg001
90451	0	21651308	21661968	Ctg001
90501	0	21661998	21671247	Ctg001
90551	0	21674644	21682668	Ctg001
90601	0	21682684	21691372	Ctg001
90651	0	21691949	21700703	Ctg001
90701	0	21700789	21711802	Ctg001
90751	0	21711825	21722024	Ctg001
90801	0	21722529	21728856	Ctg001
90851	0	21728945	21740499	Ctg001
90901	0	21740975	21750499	Ctg001
90951	0	21750527	21761477	Ctg001
91001	0	21761890	21773248	Ctg001
91051	0	21773718	21782950	Ctg001
91101	0	21783006	21791410	Ctg001
91151	0	21791455	21797433	Ctg001
91201	0	21797501	21806800	Ctg001
91251	0	21806813	21815137	Ctg001
91301	0	21815298	21824111	Ctg001
91351	0	21824300	21828851	Ctg001
91401	0	21829142	21835072	Ctg001
91451	0	21835096	21842470	Ctg001
91501	0	21842519	21851957	Ctg001
91551	0	21852002	21857507	Ctg001
91601	0	21857530	21867976	Ctg001
91651	0	21868106	21881319	Ctg001
91701	0	21881346	21891554	Ctg001
91751	0	21891749	21899389	Ctg001
91801	0	21899850	21912256	Ctg001
91851	0	21912573	21921968	Ctg001
91901	0	21922688	21926602	Ctg001
91951	0	21926778	21931899	Ctg001
92001	1	21932072	21942729	Ctg001
92051	0	21942768	21948918	Ctg001
92101	0	21949147	21956408	Ctg001
92151	0	21956420	21966375	Ctg001
92201	0	21966433	21978138	Ctg001
92251	0	21978161	21987727	Ctg001
92301	0	21987764	21996565	Ctg001
92351	0	21996691	22009528	Ctg001
92401	0	22009666	22018040	Ctg001
92451	0	22018079	22027121	Ctg001
92501	0	22027361	22037441	Ctg001
92551	0	22037474	22047638	Ctg001
92601	0	22047824	22052618	Ctg001
92651	1	22052927	22064339	Ctg001
92701	0	22064933	22073031	Ctg001
92751	0	22073048	22084266	Ctg001
92801	0	22084355	22090854	Ctg001
92851	0	22090920	22108940	Ctg001
92901	0	22109020	22115790	Ctg001
92951	0	22116096	22121618	Ctg001
93001	0	22122557	22129233	Ctg001
93051	0	22129503	22137207	Ctg001
93101	0	22137225	22149155	Ctg001
93151	0	22149348	22159764	Ctg001
93201	0	22160191	22170631	Ctg001
93251	0	22170653	22180511	Ctg001
93301	0	22180555	22190132	Ctg001
93351	0	22190304	22199561	Ctg001
93401	0	22199631	22224808	Ctg001
93451	0	22224880	22231448	Ctg001
93501	0	22231494	22245749	Ctg001
93551	0	22245770	22255652	Ctg001
93601	0	22255748	22262050	Ctg001
93651	0	22262745	22268503	Ctg001
93701	0	22268547	22302304	Ctg001
93751	0	22302321	22309375	Ctg001
93801	0	22309408	22326397	Ctg001
93851	0	22326628	22339703	Ctg001
93901	0	22339838	22345124	Ctg001
93951	0	22345169	22354195	Ctg001
94001	1	22354241	22367551	Ctg001
94051	0	22368577	22375114	Ctg001
94101	1	22375139	22399323	Ctg001
94151	0	22399350	22407781	Ctg001
94201	0	22407851	22414914	Ctg001
94251	0	22415034	22434731	Ctg001
94301	0	22434982	22443806	Ctg001
94351	0	22443945	22451972	Ctg001
94401	0	22452022	22461185	Ctg001
94451	0	22461203	22468472	Ctg001
94501	0	22468652	22478033	Ctg001
94551	0	22478132	22489926	Ctg001
94601	0	22490421	22499426	Ctg001
94651	0	22499448	22505884	Ctg001
94701	0	22506122	22513155	Ctg001
94751	0	22513208	22521194	Ctg001
94801	0	22521555	22529383	Ctg001
94851	0	22529665	22535974	Ctg001
94901	0	22536166	22555994	Ctg001
94951	0	22556015	22568569	Ctg001
95001	0	22568581	22573546	Ctg001
95051	0	22573573	22578700	Ctg001
95101	0	22578751	22586109	Ctg001
95151	0	22586122	22597809	Ctg001
95201	0	22597870	22606994	Ctg001
95251	0	22607060	22621684	Ctg001
95301	0	22621735	22633918	Ctg001
95351	0	22634020	22640228	Ctg001
95401	0	22640303	22646188	Ctg001
95451	0	22646241	22665292	Ctg001
95501	0	22665572	22673751	Ctg001
95551	0	22673787	22682311	Ctg001
95601	0	22682374	22696826	Ctg001
95651	0	22696877	22704910	Ctg001
95701	0	22705052	22712541	Ctg001
95751	0	22712614	22737729	Ctg001
95801	0	22737790	22751373	Ctg001
95851	0	22751434	22764910	Ctg001
95901	0	22765216	22795324	Ctg001
95951	0	22796485	22811137	Ctg001
96001	0	22811252	22816654	Ctg001
96051	0	22816690	22824157	Ctg001
96101	0	22824175	22830890	Ctg001
96151	0	22830912	22837462	Ctg001
96201	0	22837667	22845180	Ctg001
96251	1	22845217	22855582	Ctg001
96301	0	22855596	22862749	Ctg001
96351	0	22862800	22872886	Ctg001
96401	0	22873188	22879333	Ctg001
96451	0	22879369	22884190	Ctg001
96501	0	22884207	22891166	Ctg001
96551	0	22891181	22897017	Ctg001
96601	0	22897156	22904490	Ctg001
96651	0	22904685	22910934	Ctg001
96701	0	22910963	22917855	Ctg001
96751	0	22917867	22924934	Ctg001
96801	0	22924974	22930598	Ctg001
96851	1	22931098	22939556	Ctg001
96901	0	22939972	22944137	Ctg001
96951	0	22944183	22952960	Ctg001
97001	0	22952980	22961605	Ctg001
97051	0	22961824	22971101	Ctg001
97101	0	22971122	22983673	Ctg001
97151	0	22983934	22991856	Ctg001
97201	0	22991965	23002059	Ctg001
97251	0	23002131	23011629	Ctg001
97301	0	23011860	23019775	Ctg001
97351	0	23019787	23028133	Ctg001
97401	0	23028395	23037716	Ctg001
97451	0	23037835	23050773	Ctg001
97501	0	23050893	23055789	Ctg001
97551	0	23055882	23065206	Ctg001
97601	0	23065274	23072738	Ctg001
97651	0	23072944	23082866	Ctg001
97701	0	23083124	23092961	Ctg001
97751	0	23093165	23100045	Ctg001
97801	0	23100096	23106233	Ctg001
97851	0	23106260	23111302	Ctg001
97901	0	23111361	23126990	Ctg001
97951	0	23127011	23133589	Ctg001
98001	0	23133628	23139610	Ctg001
98051	0	23140099	23157475	Ctg001
98101	0	23157692	23162737	Ctg001
98151	2	23162829	23188443	Ctg001
98201	0	23188506	23197340	Ctg001
98251	0	23197529	23202422	Ctg001
98301	0	23202435	23207352	Ctg001
98351	0	23207412	23214402	Ctg001
98401	0	23214472	23221006	Ctg001
98451	0	23221149	23230623	Ctg001
98501	0	23230877	23244696	Ctg001
98551	0	23244751	23254863	Ctg001
98601	0	23254939	23282464	Ctg001
98651	0	23282527	23289399	Ctg001
98701	0	23289450	23306810	Ctg001
98751	0	23306833	23314296	Ctg001
98801	0	23314382	23339923	Ctg001
98851	0	23340057	23347506	Ctg001
98901	0	23347535	23352889	Ctg001
98951	0	23352967	23365184	Ctg001
99001	0	23366159	23373031	Ctg001
99051	0	23373531	23384241	Ctg001
99101	0	23384455	23390226	Ctg001
99151	0	23390299	23399050	Ctg001
99201	0	23399092	23405862	Ctg001
99251	0	23405930	23411070	Ctg001
99301	0	23411085	23417095	Ctg001
99351	0	23417714	23429030	Ctg001
99401	0	23429103	23434934	Ctg001
99451	0	23434998	23443048	Ctg001
99501	0	23443303	23447496	Ctg001
99551	0	23447561	23454924	Ctg001
99601	0	23454953	23460257	Ctg001
99651	0	23460424	23469604	Ctg001
99701	0	23469619	23475800	Ctg001
99751	0	23475834	23481802	Ctg001
99801	0	23481821	23489244	Ctg001
99851	0	23489292	23495536	Ctg001
99901	0	23495650	23506901	Ctg001
99951	0	23507342	23514511	Ctg001
100001	0	23514615	23519075	Ctg001
100051	0	23519136	23529653	Ctg001
100101	0	23529738	23536750	Ctg001
100151	0	23537040	23545871	Ctg001
100201	0	23545930	23554641	Ctg001
100251	0	23554662	23562827	Ctg001
100301	0	23562886	23579328	Ctg001
100351	0	23579382	23591639	Ctg001
100401	0	23591674	23601485	Ctg001
100451	0	23601531	23619250	Ctg001
100501	0	23619279	23629921	Ctg001
100551	0	23630080	23676582	Ctg001
100601	0	23676850	23688958	Ctg001
100651	0	23689020	23695792	Ctg001
100701	0	23696261	23714527	Ctg001
100751	0	23714543	23722935	Ctg001
100801	0	23722947	23740815	Ctg001
100851	0	23740911	23753334	Ctg001
100901	0	23753962	23764658	Ctg001
100951	0	23764738	23777468	Ctg001
101001	0	23777547	23781717	Ctg001
101051	0	23781887	23794949	Ctg001
101101	0	23794975	23801237	Ctg001
101151	0	23801815	23821191	Ctg001
101201	0	23821420	23834552	Ctg001
101251	0	23834644	23844887	Ctg001
101301	0	23845356	23862929	Ctg001
101351	0	23863561	23882865	Ctg001
101401	0	23883485	23923700	Ctg001
101451	0	23924328	23951135	Ctg001
101501	0	23951612	23967750	Ctg001
101551	0	23967915	23976242	Ctg001
101601	0	23976584	23993396	Ctg001
101651	0	23993417	24005330	Ctg001
101701	0	24005896	24062120	Ctg001
101751	0	24062255	24074230	Ctg001
101801	0	24074595	24183313	Ctg001
101851	0	24183519	24264731	Ctg001
101901	0	24264889	24284711	Ctg001
101951	0	24286959	24359646	Ctg001
102001	0	24360160	24551157	Ctg001
102051	NA	24555579	24766031	Ctg001
1	NA	21484	148950	Ctg002
51	0	161320	254879	Ctg002
101	0	255733	299816	Ctg002
151	0	300117	309393	Ctg002
201	0	309775	326979	Ctg002
251	0	327880	343923	Ctg002
301	0	343939	356890	Ctg002
351	0	357074	387373	Ctg002
401	0	388048	401882	Ctg002
451	0	401901	412226	Ctg002
501	0	412318	421013	Ctg002
551	0	421187	430817	Ctg002
601	0	430862	452013	Ctg002
651	0	452221	462838	Ctg002
701	0	462910	474553	Ctg002
751	0	474725	487792	Ctg002
801	0	487804	497611	Ctg002
851	0	497730	513682	Ctg002
901	0	514188	525449	Ctg002
951	0	525461	533257	Ctg002
1001	0	533409	541072	Ctg002
1051	0	541316	557586	Ctg002
1101	0	557631	564741	Ctg002
1151	0	564828	575153	Ctg002
1201	1	575189	584585	Ctg002
1251	0	584609	607500	Ctg002
1301	0	607515	617892	Ctg002
1351	0	618130	641161	Ctg002
1401	0	641270	656458	Ctg002
1451	0	656513	668673	Ctg002
1501	0	668947	679012	Ctg002
1551	0	679166	687532	Ctg002
1601	0	687625	696250	Ctg002
1651	0	696279	704202	Ctg002
1701	0	704503	710420	Ctg002
1751	0	710459	726302	Ctg002
1801	0	726841	733716	Ctg002
1851	0	733744	739538	Ctg002
1901	0	739817	754379	Ctg002
1951	0	754725	765098	Ctg002
2001	0	765113	772406	Ctg002
2051	0	772436	784787	Ctg002
2101	0	784886	795408	Ctg002
2151	0	795492	808604	Ctg002
2201	1	808623	818063	Ctg002
2251	0	818075	834820	Ctg002
2301	0	834889	842089	Ctg002
2351	0	842112	857226	Ctg002
2401	0	857821	866861	Ctg002
2451	0	867094	876748	Ctg002
2501	0	876764	890522	Ctg002
2551	0	890695	902048	Ctg002
2601	0	902096	917231	Ctg002
2651	0	917583	925620	Ctg002
2701	0	925688	934588	Ctg002
2751	0	934606	944804	Ctg002
2801	0	945876	960529	Ctg002
2851	1	960771	971611	Ctg002
2901	0	971725	984760	Ctg002
2951	0	984804	995353	Ctg002
3001	1	995632	1004990	Ctg002
3051	0	1005076	1014358	Ctg002
3101	0	1015364	1026487	Ctg002
3151	0	1026604	1034783	Ctg002
3201	1	1034833	1044807	Ctg002
3251	1	1044843	1057126	Ctg002
3301	0	1057290	1068262	Ctg002
3351	0	1068312	1077162	Ctg002
3401	0	1077509	1087586	Ctg002
3451	0	1088495	1098111	Ctg002
3501	1	1098132	1108374	Ctg002
3551	0	1108459	1117378	Ctg002
3601	1	1117396	1131565	Ctg002
3651	0	1131657	1139521	Ctg002
3701	0	1139699	1161631	Ctg002
3751	0	1161778	1170602	Ctg002
3801	0	1170904	1184043	Ctg002
3851	0	1184216	1191652	Ctg002
3901	0	1192171	1202276	Ctg002
3951	0	1202302	1212925	Ctg002
4001	0	1213051	1224819	Ctg002
4051	0	1224845	1238197	Ctg002
4101	0	1238239	1251998	Ctg002
4151	0	1252058	1265933	Ctg002
4201	0	1266062	1276568	Ctg002
4251	0	1276591	1283934	Ctg002
4301	0	1284108	1292016	Ctg002
4351	0	1292504	1307989	Ctg002
4401	1	1308623	1320686	Ctg002
4451	0	1321087	1330391	Ctg002
4501	0	1330915	1348230	Ctg002
4551	0	1348317	1353239	Ctg002
4601	0	1353431	1360490	Ctg002
4651	0	1360954	1370617	Ctg002
4701	0	1370875	1380730	Ctg002
4751	0	1380747	1394041	Ctg002
4801	0	1394063	1402965	Ctg002
4851	0	1403028	1412547	Ctg002
4901	0	1412710	1419555	Ctg002
4951	0	1419568	1432102	Ctg002
5001	1	1432128	1443867	Ctg002
5051	0	1443893	1453737	Ctg002
5101	0	1454001	1459471	Ctg002
5151	0	1459600	1482192	Ctg002
5201	1	1482573	1493818	Ctg002
5251	0	1494076	1505128	Ctg002
5301	0	1505140	1516232	Ctg002
5351	0	1516265	1529964	Ctg002
5401	1	1530003	1545077	Ctg002
5451	0	1545467	1555265	Ctg002
5501	0	1555313	1562687	Ctg002
5551	0	1562703	1579919	Ctg002
5601	0	1579946	1592725	Ctg002
5651	0	1593035	1602032	Ctg002
5701	0	1602044	1613345	Ctg002
5751	1	1613395	1625424	Ctg002
5801	0	1625441	1633848	Ctg002
5851	0	1633944	1643145	Ctg002
5901	0	1643289	1649942	Ctg002
5951	0	1650290	1661474	Ctg002
6001	0	1663290	1674832	Ctg002
6051	0	1674844	1683656	Ctg002
6101	0	1683800	1695438	Ctg002
6151	0	1695495	1705942	Ctg002
6201	0	1705966	1716235	Ctg002
6251	0	1716304	1722475	Ctg002
6301	0	1722699	1730101	Ctg002
6351	0	1730114	1744312	Ctg002
6401	1	1744360	1761040	Ctg002
6451	1	1761053	1774633	Ctg002
6501	0	1774702	1781830	Ctg002
6551	0	1782165	1794292	Ctg002
6601	0	1794720	1803018	Ctg002
6651	4	1803141	1811675	Ctg002
6701	0	1811705	1821472	Ctg002
6751	3	1821544	1832270	Ctg002
6801	2	1832299	1843855	Ctg002
6851	0	1843899	1856253	Ctg002
6901	0	1856291	1876748	Ctg002
6951	0	1876768	1885690	Ctg002
7001	0	1885702	1897624	Ctg002
7051	0	1897678	1910320	Ctg002
7101	0	1910437	1923895	Ctg002
7151	0	1923973	1931985	Ctg002
7201	1	1932038	1943849	Ctg002
7251	0	1943861	1959284	Ctg002
7301	0	1959306	1969880	Ctg002
7351	0	1969895	1979744	Ctg002
7401	0	1979756	1987315	Ctg002
7451	0	1987430	1995917	Ctg002
7501	0	1996275	2009002	Ctg002
7551	0	2009029	2018380	Ctg002
7601	0	2018397	2030109	Ctg002
7651	0	2030911	2040131	Ctg002
7701	0	2040235	2055418	Ctg002
7751	0	2055432	2071758	Ctg002
7801	1	2071785	2083924	Ctg002
7851	0	2083999	2091984	Ctg002
7901	0	2092070	2098117	Ctg002
7951	0	2098176	2112788	Ctg002
8001	0	2112993	2119053	Ctg002
8051	0	2119071	2127446	Ctg002
8101	0	2127739	2134776	Ctg002
8151	0	2134897	2143893	Ctg002
8201	0	2143926	2154055	Ctg002
8251	0	2154106	2162122	Ctg002
8301	0	2162151	2175379	Ctg002
8351	0	2176035	2185442	Ctg002
8401	0	2185524	2198165	Ctg002
8451	0	2198180	2212442	Ctg002
8501	0	2213310	2225047	Ctg002
8551	0	2225141	2237610	Ctg002
8601	0	2237857	2245864	Ctg002
8651	0	2245987	2254250	Ctg002
8701	0	2254351	2263015	Ctg002
8751	0	2263462	2277836	Ctg002
8801	0	2277851	2292956	Ctg002
8851	0	2292975	2303221	Ctg002
8901	0	2303323	2315214	Ctg002
8951	0	2315261	2326927	Ctg002
9001	0	2326982	2338491	Ctg002
9051	0	2341768	2361956	Ctg002
9101	0	2361974	2378127	Ctg002
9151	0	2378155	2391570	Ctg002
9201	0	2391744	2396811	Ctg002
9251	0	2396987	2402841	Ctg002
9301	0	2403000	2414529	Ctg002
9351	0	2414544	2424383	Ctg002
9401	0	2424793	2434533	Ctg002
9451	0	2434862	2450703	Ctg002
9501	1	2450722	2461840	Ctg002
9551	0	2461852	2471244	Ctg002
9601	0	2471522	2483068	Ctg002
9651	1	2483092	2492123	Ctg002
9701	0	2492198	2504684	Ctg002
9751	0	2505036	2521456	Ctg002
9801	1	2521533	2533344	Ctg002
9851	0	2533371	2545940	Ctg002
9901	0	2545991	2556840	Ctg002
9951	0	2556858	2573045	Ctg002
10001	0	2573057	2582664	Ctg002
10051	0	2583223	2591629	Ctg002
10101	0	2591692	2597691	Ctg002
10151	0	2597734	2605103	Ctg002
10201	0	2605131	2614172	Ctg002
10251	0	2614229	2622875	Ctg002
10301	0	2622890	2639528	Ctg002
10351	0	2639729	2649422	Ctg002
10401	0	2649580	2659324	Ctg002
10451	0	2659412	2674486	Ctg002
10501	0	2674561	2685184	Ctg002
10551	0	2685485	2693962	Ctg002
10601	0	2694096	2707425	Ctg002
10651	0	2708421	2718281	Ctg002
10701	0	2718495	2725235	Ctg002
10751	0	2725646	2743033	Ctg002
10801	0	2747765	2756785	Ctg002
10851	0	2756833	2761262	Ctg002
10901	0	2762047	2770484	Ctg002
10951	0	2770692	2776053	Ctg002
11001	0	2776088	2787408	Ctg002
11051	0	2787538	2801470	Ctg002
11101	0	2802426	2819799	Ctg002
11151	0	2819846	2828490	Ctg002
11201	0	2828514	2835418	Ctg002
11251	0	2835645	2845056	Ctg002
11301	0	2845070	2857211	Ctg002
11351	0	2857505	2868046	Ctg002
11401	0	2868603	2877135	Ctg002
11451	0	2877149	2886942	Ctg002
11501	0	2887381	2898812	Ctg002
11551	0	2898851	2905180	Ctg002
11601	0	2905690	2909935	Ctg002
11651	0	2910190	2917062	Ctg002
11701	0	2917162	2934221	Ctg002
11751	0	2934349	2943329	Ctg002
11801	0	2943384	2958954	Ctg002
11851	0	2959520	3008941	Ctg002
11901	0	3008962	3016741	Ctg002
11951	0	3016825	3026714	Ctg002
12001	0	3027259	3040577	Ctg002
12051	0	3040642	3045638	Ctg002
12101	0	3045797	3055335	Ctg002
12151	0	3055386	3062651	Ctg002
